,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
381,381,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Lebanon Express,43.66099058425060,-79.38297576948110,Falafel Restaurant
383,383,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ryerson Athletics Centre,43.65843443942880,-79.37929610991360,College Rec Center
380,380,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Yonge-Dundas Square,43.656053897421900,-79.38049504264390,Plaza
385,385,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Ryerson Image Centre,43.657523371610900,-79.37945958709190,Art Gallery
386,386,Church-Yonge Corridor ,43.6596488635,-79.3790171666,陣 JINYA RAMEN BAR,43.661891182207000,-79.37922344669700,Ramen Restaurant
387,387,Church-Yonge Corridor ,43.6596488635,-79.3790171666,The Yoga Sanctuary,43.661499497597600,-79.38363613350760,Yoga Studio
388,388,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Tacos 101,43.656636132918200,-79.37696796225360,Taco Place
384,384,Church-Yonge Corridor ,43.6596488635,-79.3790171666,The Queen and Beaver Public House,43.65747228208780,-79.38352412327920,Gastropub
465,465,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Clairlea Futbol Centre,43.71523429184500,-79.28650639185540,Soccer Field
464,464,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Warden Woods Park,43.71052711027380,-79.27896551895960,Park
463,463,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Warden Ave & Fairfax Cres,43.716187,-79.28293600000000,Intersection
462,462,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Cafe on the go,43.711151043741500,-79.2794692351292,Bakery
461,461,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Warden Subway Station,43.711229055719800,-79.27960224480390,Metro Station
460,460,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Warden Station Bus Loop,43.71124084776520,-79.27957605867650,Bus Station
458,458,Clairlea-Birchmount ,43.713592375,-79.28138178420000,TTC Bus 102 Markham Road,43.711381420906100,-79.27958752636660,Bus Line
457,457,Clairlea-Birchmount ,43.713592375,-79.28138178420000,TTC Bus #68 Warden,43.71177810997780,-79.27971412913770,Bus Line
454,454,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Tim Hortons,43.7162878856343,-79.28333714604380,Coffee Shop
459,459,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Bakery On The Go,43.71127090520580,-79.27950587661710,Bakery
456,456,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Tim Hortons,43.7162843862256,-79.283337,Coffee Shop
455,455,Clairlea-Birchmount ,43.713592375,-79.28138178420000,Warden Ave & St. Clair Ave E,43.71205669347000,-79.28100496530530,Intersection
466,466,Clanton Park ,43.7419784331,-79.4463025758,Millennial Graphics Group,43.74511891976720,-79.4483184814453,IT Services
467,467,Clanton Park ,43.7419784331,-79.4463025758,Brothers Renovating,43.743311,-79.450929,Home Service
468,468,Clanton Park ,43.7419784331,-79.4463025758,Tip Top Eaves,43.738251355586800,-79.44580793380740,Other Repair Shop
469,469,Clanton Park ,43.7419784331,-79.4463025758,Balmoral Park,43.74543141348770,-79.4496687521212,Park
474,474,Cliffcrest ,43.7211211669,-79.2355295687,Pizza Pizza,43.722490904837000,-79.23527706203650,Pizza Place
472,472,Cliffcrest ,43.7211211669,-79.2355295687,Dairy Queen Ltd Brazier,43.7226367,-79.2354522,Fast Food Restaurant
475,475,Cliffcrest ,43.7211211669,-79.2355295687,Big Boy's Burger,43.721751,-79.236301,Burger Joint
470,470,Cliffcrest ,43.7211211669,-79.2355295687,Dairy Queen,43.72275768767130,-79.23562467098240,Fast Food Restaurant
471,471,Cliffcrest ,43.7211211669,-79.2355295687,Cathedral Bluffs Park,43.718895171841500,-79.23082724161870,Park
473,473,Cliffcrest ,43.7211211669,-79.2355295687,Canadian Tire,43.721005158304800,-79.23778954268070,Furniture / Home Store
488,488,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Joseph J. Piccininni Community Recreation Centre,43.675765730653700,-79.45121815630710,Pool
498,498,Corso Italia-Davenport ,43.6776609067,-79.4474693307,241 Pizza,43.67631101412650,-79.45049840087280,Pizza Place
497,497,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Pho Rang Dong,43.677684557749000,-79.44411263475290,Vietnamese Restaurant
496,496,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Tim Hortons,43.678103241264500,-79.44363079503100,Coffee Shop
495,495,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Earlscourt BBQ,43.677137,-79.447324,Restaurant
494,494,Corso Italia-Davenport ,43.6776609067,-79.4474693307,7-Eleven,43.67777351179760,-79.44284677505500,Convenience Store
493,493,Corso Italia-Davenport ,43.6776609067,-79.4474693307,TD Canada Trust,43.6761799,-79.450175,Bank
492,492,Corso Italia-Davenport ,43.6776609067,-79.4474693307,The Big Ragu,43.67596059085610,-79.45046474800950,Italian Restaurant
491,491,Corso Italia-Davenport ,43.6776609067,-79.4474693307,La Bruschetta,43.67660961091150,-79.44891259686800,Italian Restaurant
490,490,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Sofra Grill Express,43.67790883439060,-79.44314006561380,Mediterranean Restaurant
489,489,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Sunnyside Grill,43.67764141390400,-79.44466597629220,Breakfast Spot
486,486,Corso Italia-Davenport ,43.6776609067,-79.4474693307,The Big Slice,43.67824832175590,-79.44219553501830,Italian Restaurant
485,485,Corso Italia-Davenport ,43.6776609067,-79.4474693307,La Paloma,43.67616408383170,-79.45086719224200,Ice Cream Shop
487,487,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Frank's Pizza House,43.67663712275060,-79.44904238982580,Italian Restaurant
476,476,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Tre Mari Bakery,43.676487,-79.44865,Café
478,478,Corso Italia-Davenport ,43.6776609067,-79.4474693307,King's Tacos,43.677680506251500,-79.44444451489560,Mexican Restaurant
479,479,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Sushi California,43.67748014783460,-79.4455383242307,Sushi Restaurant
477,477,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Rio 40 Graus,43.677328742764800,-79.44629832285650,Brazilian Restaurant
481,481,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Pizza e Pazzi,43.67782147238310,-79.44372401169340,Italian Restaurant
482,482,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Starbucks,43.67757421437730,-79.44522122039290,Coffee Shop
483,483,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Marcello's Pizzeria,43.67801728068150,-79.44272454257000,Italian Restaurant
484,484,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Shunoko,43.677539,-79.443972,Sushi Restaurant
480,480,Corso Italia-Davenport ,43.6776609067,-79.4474693307,Agio Italian Ristorante,43.67615560949630,-79.4505743403613,Italian Restaurant
520,520,Danforth ,43.6840254743,-79.32981940890000,Linsmore Tavern,43.68215568142030,-79.32989781807210,Karaoke Bar
516,516,Danforth ,43.6840254743,-79.32981940890000,Danforth Bowl,43.683345941144700,-79.32408028593560,Bowling Alley
517,517,Danforth ,43.6840254743,-79.32981940890000,A&W Canada,43.68164,-79.332268,Burger Joint
518,518,Danforth ,43.6840254743,-79.32981940890000,Tim Hortons,43.681435870261700,-79.33074116706850,Coffee Shop
519,519,Danforth ,43.6840254743,-79.32981940890000,El Sol Mexican Gallery Restaurant,43.68280647380090,-79.3264150533403,Mexican Restaurant
521,521,Danforth ,43.6840254743,-79.32981940890000,Subway,43.6834087584948,-79.32368375839100,Sandwich Place
527,527,Danforth ,43.6840254743,-79.32981940890000,Greenwood School,43.68082231087230,-79.3305505368458,Gym
524,524,Danforth ,43.6840254743,-79.32981940890000,Cafe Tangiers,43.682351000000000,-79.32789100000000,Café
525,525,Danforth ,43.6840254743,-79.32981940890000,Walima Cafe,43.682872294742300,-79.32649036565870,Café
526,526,Danforth ,43.6840254743,-79.32981940890000,LCBO,43.681198423290500,-79.33336927551960,Liquor Store
528,528,Danforth ,43.6840254743,-79.32981940890000,Family Mini Mart,43.68044211874030,-79.32901011333940,Convenience Store
515,515,Danforth ,43.6840254743,-79.32981940890000,Gerrard Spaghetti & Pizza House,43.683154307144500,-79.32472274382040,Pizza Place
523,523,Danforth ,43.6840254743,-79.32981940890000,Red Chili Thai Restaurant,43.681934293836700,-79.33062205588940,Thai Restaurant
514,514,Danforth ,43.6840254743,-79.32981940890000,The Dylan Bar,43.682025,-79.330434,Beer Bar
522,522,Danforth ,43.6840254743,-79.32981940890000,The Beer Store,43.6810694,-79.3329383,Beer Store
512,512,Danforth ,43.6840254743,-79.32981940890000,Hot Pot Cafe,43.68233730294750,-79.32922450710930,Café
499,499,Danforth ,43.6840254743,-79.32981940890000,The Wren,43.682467409784100,-79.32807925839530,American Restaurant
500,500,Danforth ,43.6840254743,-79.32981940890000,Red Rocket Coffee,43.68234009057260,-79.32852985263570,Café
502,502,Danforth ,43.6840254743,-79.32981940890000,Morgan's on the Danforth,43.682044330949300,-79.33025531659850,Gastropub
503,503,Danforth ,43.6840254743,-79.32981940890000,City Betty,43.6824,-79.32873000000000,American Restaurant
504,504,Danforth ,43.6840254743,-79.32981940890000,Al Mandi Restaurant مطعم المندي,43.68222504886470,-79.32933205287010,Middle Eastern Restaurant
513,513,Danforth ,43.6840254743,-79.32981940890000,Sarah's Cafe and Bar,43.682751630581200,-79.3272077520848,Café
501,501,Danforth ,43.6840254743,-79.32981940890000,Rendez-Vous Restaurant Bar & Cafe,43.68257026831630,-79.32754382523990,Ethiopian Restaurant
506,506,Danforth ,43.6840254743,-79.32981940890000,Sauce,43.68244243519170,-79.32817098692710,Bar
507,507,Danforth ,43.6840254743,-79.32981940890000,Sala Modern Thai Kitchen & Bar,43.68188522065960,-79.33072046699460,Thai Restaurant
508,508,Danforth ,43.6840254743,-79.32981940890000,Patisserie La Cigogne,43.68251423565180,-79.3270197375558,Dessert Shop
509,509,Danforth ,43.6840254743,-79.32981940890000,Sugar Moon Salon,43.68299142384830,-79.3253279699731,Cosmetics Shop
510,510,Danforth ,43.6840254743,-79.32981940890000,Lalibela,43.6817099,-79.33199890000000,Ethiopian Restaurant
511,511,Danforth ,43.6840254743,-79.32981940890000,Wazema Ethiopian Restaurant,43.68223421,-79.328562,Ethiopian Restaurant
505,505,Danforth ,43.6840254743,-79.32981940890000,Starbucks,43.682379,-79.327249,Coffee Shop
534,534,Danforth East York ,43.6894680941,-79.3314033847,Paul's Spaghetti,43.692984,-79.333487,Italian Restaurant
533,533,Danforth East York ,43.6894680941,-79.3314033847,Cosburn Park Lawn Bowling Club,43.69283275447970,-79.33017253875730,Athletics & Sports
532,532,Danforth East York ,43.6894680941,-79.3314033847,Dieppe Park,43.692206959700300,-79.33607384580420,Park
530,530,Danforth East York ,43.6894680941,-79.3314033847,Last Drop Cafe,43.688829532311500,-79.32600210968180,Coffee Shop
529,529,Danforth East York ,43.6894680941,-79.3314033847,East York Farmers' Market,43.69048245471870,-79.32850947021140,Farmers Market
531,531,Danforth East York ,43.6894680941,-79.3314033847,Subway,43.689829828066200,-79.32602271939500,Sandwich Place
541,541,Don Valley Village ,43.783293686900000,-79.3536441306,McDonald's,43.78535459532990,-79.35116275512550,Fast Food Restaurant
543,543,Don Valley Village ,43.783293686900000,-79.3536441306,Tone Tai Supermarket 鼎泰超級市場,43.785645272907900,-79.35196117004720,Grocery Store
542,542,Don Valley Village ,43.783293686900000,-79.3536441306,Oriole Arena,43.78244676051860,-79.35181677689380,Skating Rink
540,540,Don Valley Village ,43.783293686900000,-79.3536441306,Popeyes Louisiana Kitchen,43.78571942050980,-79.35193421103620,Fried Chicken Joint
535,535,Don Valley Village ,43.783293686900000,-79.3536441306,Mr Jerk,43.78593238518600,-79.35284203626420,Caribbean Restaurant
538,538,Don Valley Village ,43.783293686900000,-79.3536441306,The Beer Store,43.7861261,-79.3526277,Beer Store
537,537,Don Valley Village ,43.783293686900000,-79.3536441306,Subway,43.78582640931650,-79.35174836792340,Sandwich Place
536,536,Don Valley Village ,43.783293686900000,-79.3536441306,Allan's Pastry Shop,43.785656037659900,-79.35231415152530,Bakery
539,539,Don Valley Village ,43.783293686900000,-79.3536441306,Pizza Pizza,43.785946078528600,-79.35294215201400,Pizza Place
551,551,Dorset Park ,43.759274372700000,-79.2789079388,Salvation Army Thrift Store,43.755782105509500,-79.27620771950830,Thrift / Vintage Store
550,550,Dorset Park ,43.759274372700000,-79.2789079388,Speedy Glass,43.762988800000000,-79.2797316,Automotive Shop
549,549,Dorset Park ,43.759274372700000,-79.2789079388,Arrow Furniture,43.76224587680820,-79.27944440998430,Furniture / Home Store
548,548,Dorset Park ,43.759274372700000,-79.2789079388,Karaikudi Chettinad South Indian Restaurant,43.756041539453100,-79.27627591942010,Indian Restaurant
546,546,Dorset Park ,43.759274372700000,-79.2789079388,Pho Vietnam,43.75777030564720,-79.27857193068990,Vietnamese Restaurant
545,545,Dorset Park ,43.759274372700000,-79.2789079388,Big Al's Pet Supercentre,43.759278944116000,-79.27832544749340,Pet Store
544,544,Dorset Park ,43.759274372700000,-79.2789079388,Canada Computers,43.759356294194500,-79.27893074490010,Electronics Store
547,547,Dorset Park ,43.759274372700000,-79.2789079388,Taco Bell,43.760908306800000,-79.27970582726130,Fast Food Restaurant
559,559,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Nova Era Bakery,43.66988647609790,-79.43758190821530,Bakery
563,563,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Henriques Supermarket,43.662680945737800,-79.44252639704840,Grocery Store
562,562,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Wallace Emerson Park,43.66693250395500,-79.43944862375630,Park
561,561,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,TD Canada Trust,43.667934100000000,-79.4416984,Bank
560,560,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Rexall,43.667504,-79.442086,Pharmacy
558,558,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Planet Fitness Toronto Galleria,43.667587972888700,-79.44257365441430,Gym / Fitness Center
556,556,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Dovercourt Park,43.66491549635950,-79.43412931213080,Park
555,555,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Rosie Robin A Touch Of Convenience,43.663182358541100,-79.43542722772680,Café
554,554,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Parallel,43.66951635632500,-79.43872770646190,Middle Eastern Restaurant
553,553,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,Happy Bakery & Pastries,43.66705039063130,-79.44179124412830,Bakery
552,552,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,The Greater Good Bar,43.669409,-79.439267,Bar
557,557,Dovercourt-Wallace Emerson-Junction ,43.6656769317,-79.4385406986,FreshCo,43.667918385915900,-79.44075425394300,Supermarket
564,564,Downsview-Roding-CFB ,43.7332923453,-79.4904973518,Longholm Park,43.73561573805400,-79.48835849761960,Park
565,565,Downsview-Roding-CFB ,43.7332923453,-79.4904973518,Blue Sail Energy Solutions,43.731445023884100,-79.49378728866580,Business Service
566,566,Downsview-Roding-CFB ,43.7332923453,-79.4904973518,Hills Moving,43.737522696460000,-79.49108362197880,Moving Target
602,602,Dufferin Grove ,43.6554283326,-79.4373410365,Stella,43.65853446750060,-79.44156290554430,Bar
615,615,Dufferin Grove ,43.6554283326,-79.4373410365,Black's Photography,43.654895296163700,-79.43526134014140,Camera Store
614,614,Dufferin Grove ,43.6554283326,-79.4373410365,Best Buy Mobile,43.656154,-79.4363352,Electronics Store
613,613,Dufferin Grove ,43.6554283326,-79.4373410365,Spring Shoes,43.65543896650140,-79.43572293980160,Shoe Store
612,612,Dufferin Grove ,43.6554283326,-79.4373410365,Jimmy the Greek,43.65481932976090,-79.43534926401720,Greek Restaurant
611,611,Dufferin Grove ,43.6554283326,-79.4373410365,Walmart Supercentre,43.65649714544740,-79.43506591352450,Big Box Store
610,610,Dufferin Grove ,43.6554283326,-79.4373410365,Tim Hortons,43.6551807,-79.43498820000000,Coffee Shop
606,606,Dufferin Grove ,43.6554283326,-79.4373410365,Marshalls,43.6549467,-79.4336314,Department Store
608,608,Dufferin Grove ,43.6554283326,-79.4373410365,Subway,43.65487778249490,-79.43537674027340,Sandwich Place
607,607,Dufferin Grove ,43.6554283326,-79.4373410365,KFC,43.65490603398960,-79.43538838083090,Fast Food Restaurant
616,616,Dufferin Grove ,43.6554283326,-79.4373410365,Bell,43.656838,-79.436545,Mobile Phone Shop
605,605,Dufferin Grove ,43.6554283326,-79.4373410365,Latin World,43.65875337351280,-79.44081672831610,Mexican Restaurant
604,604,Dufferin Grove ,43.6554283326,-79.4373410365,Second Cup,43.65486209674080,-79.43536578592470,Coffee Shop
603,603,Dufferin Grove ,43.6554283326,-79.4373410365,Pho Jade,43.659328223730500,-79.43843399689420,Vietnamese Restaurant
609,609,Dufferin Grove ,43.6554283326,-79.4373410365,Subway,43.65916659054080,-79.4386570977655,Sandwich Place
617,617,Dufferin Grove ,43.6554283326,-79.4373410365,Bagel Stop,43.656905,-79.43589,Bagel Shop
621,621,Dufferin Grove ,43.6554283326,-79.4373410365,LensCrafters,43.65478445,-79.43467335,Optical Shop
619,619,Dufferin Grove ,43.6554283326,-79.4373410365,Baskin Robbins,43.657003084721200,-79.4358768058407,Ice Cream Shop
620,620,Dufferin Grove ,43.6554283326,-79.4373410365,"Babies""R""Us",43.65697841982760,-79.43578888242130,Baby Store
622,622,Dufferin Grove ,43.6554283326,-79.4373410365,GNC Live Well,43.65501565581030,-79.43442056338560,Supplement Shop
623,623,Dufferin Grove ,43.6554283326,-79.4373410365,Reitmans,43.654364135289600,-79.44026187984770,Women's Store
624,624,Dufferin Grove ,43.6554283326,-79.4373410365,Aldo Accessories,43.655164,-79.433838,Accessories Store
625,625,Dufferin Grove ,43.6554283326,-79.4373410365,MacGregor Playground,43.65332012132330,-79.4412804427197,Playground
626,626,Dufferin Grove ,43.6554283326,-79.4373410365,Cafe Piccolino,43.65877532054980,-79.43960666656490,Café
627,627,Dufferin Grove ,43.6554283326,-79.4373410365,Family Fruit And Flower,43.659304,-79.437957,Flower Shop
628,628,Dufferin Grove ,43.6554283326,-79.4373410365,TAT Burger,43.652598411041000,-79.43290384864660,Burger Joint
629,629,Dufferin Grove ,43.6554283326,-79.4373410365,Earth Echoes Reptile Centre,43.65934523025800,-79.43791550658220,Pet Store
630,630,Dufferin Grove ,43.6554283326,-79.4373410365,Clint Roenisch Gallery,43.65449058385390,-79.44273948669430,Art Gallery
631,631,Dufferin Grove ,43.6554283326,-79.4373410365,Macgregor Park,43.65296673576700,-79.4419707932158,Park
632,632,Dufferin Grove ,43.6554283326,-79.4373410365,The Jim,43.65962718601920,-79.43727314472200,Beer Bar
633,633,Dufferin Grove ,43.6554283326,-79.4373410365,Panzerotto Pizza,43.65967,-79.436736,Pizza Place
618,618,Dufferin Grove ,43.6554283326,-79.4373410365,Duffy's Tavern,43.6590848862044,-79.43973840358640,Bar
601,601,Dufferin Grove ,43.6554283326,-79.4373410365,"Toys""R""Us",43.656224,-79.435577,Toy / Game Store
580,580,Dufferin Grove ,43.6554283326,-79.4373410365,Seoul Shakers,43.658337546306100,-79.44184899330140,Asian Restaurant
599,599,Dufferin Grove ,43.6554283326,-79.4373410365,Phoenix Pho,43.652134585548500,-79.43449466739330,Vietnamese Restaurant
567,567,Dufferin Grove ,43.6554283326,-79.4373410365,Three Speed,43.659292797975200,-79.43802453551680,Bar
568,568,Dufferin Grove ,43.6554283326,-79.4373410365,Burdock,43.65947030669610,-79.43776297693450,Beer Bar
569,569,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Grove Park,43.656052054931100,-79.43191467340290,Park
570,570,Dufferin Grove ,43.6554283326,-79.4373410365,Brockton Haunt,43.652320651016200,-79.4339655300662,Coffee Shop
571,571,Dufferin Grove ,43.6554283326,-79.4373410365,Tavoos Restaurant,43.65250122477730,-79.43305406736380,Middle Eastern Restaurant
572,572,Dufferin Grove ,43.6554283326,-79.4373410365,Home Baking Co.,43.65898788530860,-79.43986431030920,Bakery
573,573,Dufferin Grove ,43.6554283326,-79.4373410365,Pho Linh,43.65228962903500,-79.43406146756600,Vietnamese Restaurant
574,574,Dufferin Grove ,43.6554283326,-79.4373410365,Brock Sandwich,43.65884589365910,-79.44052108283760,Sandwich Place
575,575,Dufferin Grove ,43.6554283326,-79.4373410365,Burdock Bottle Shop,43.659613435799100,-79.43770721985080,Beer Store
600,600,Dufferin Grove ,43.6554283326,-79.4373410365,Dollarama,43.656331,-79.435334,Discount Store
577,577,Dufferin Grove ,43.6554283326,-79.4373410365,Cinnabon,43.65681083444240,-79.43608177691730,Bakery
578,578,Dufferin Grove ,43.6554283326,-79.4373410365,La Tortilleria Market,43.65960173628420,-79.43508531329250,Mexican Restaurant
579,579,Dufferin Grove ,43.6554283326,-79.4373410365,Haven,43.65930275367430,-79.43877069434040,Café
581,581,Dufferin Grove ,43.6554283326,-79.4373410365,The Beer Store,43.656962,-79.4342219,Beer Store
582,582,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Grove Park Ice Rink,43.65716669579550,-79.43354596235630,Skating Rink
576,576,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Grove Farmers' Market,43.65677442580940,-79.4334905183683,Farmers Market
584,584,Dufferin Grove ,43.6554283326,-79.4373410365,South Indian Dosa Mahal,43.65887450852990,-79.44069482504380,Indian Restaurant
598,598,Dufferin Grove ,43.6554283326,-79.4373410365,Taco Bell,43.657939550211,-79.43489619767180,Fast Food Restaurant
583,583,Dufferin Grove ,43.6554283326,-79.4373410365,The 47,43.65890754807340,-79.4399735663485,Bar
596,596,Dufferin Grove ,43.6554283326,-79.4373410365,Nuthouse,43.658890105448600,-79.44047496146000,Grocery Store
595,595,Dufferin Grove ,43.6554283326,-79.4373410365,No Frills,43.656331,-79.435334,Grocery Store
594,594,Dufferin Grove ,43.6554283326,-79.4373410365,Dufferin Mall,43.65652209191380,-79.4353492640646,Shopping Mall
593,593,Dufferin Grove ,43.6554283326,-79.4373410365,Dueling Grounds,43.65900814175910,-79.43931321856040,Toy / Game Store
592,592,Dufferin Grove ,43.6554283326,-79.4373410365,Swiss Chalet,43.65501869205470,-79.4336711115423,Restaurant
597,597,Dufferin Grove ,43.6554283326,-79.4373410365,DAVIDsTEA,43.65682429368340,-79.43572455043440,Tea Room
590,590,Dufferin Grove ,43.6554283326,-79.4373410365,Grey Tiger,43.659392686837100,-79.43784602953800,Cocktail Bar
589,589,Dufferin Grove ,43.6554283326,-79.4373410365,Winners,43.65718701518540,-79.43667501211160,Clothing Store
588,588,Dufferin Grove ,43.6554283326,-79.4373410365,TOWN,43.659218,-79.43912400000000,Gift Shop
587,587,Dufferin Grove ,43.6554283326,-79.4373410365,H&M,43.65638840000000,-79.4365445,Clothing Store
586,586,Dufferin Grove ,43.6554283326,-79.4373410365,Bar Neon,43.6590910969,-79.43924225757400,Cocktail Bar
585,585,Dufferin Grove ,43.6554283326,-79.4373410365,Laylow Beer Bar & Eatery,43.652302,-79.433869,Beer Bar
591,591,Dufferin Grove ,43.6554283326,-79.4373410365,Thai Express,43.656224,-79.435577,Restaurant
645,645,East End-Danforth ,43.684173877700000,-79.2993586723,Norwood Dog Park,43.682374978317400,-79.30377810677460,Dog Run
644,644,East End-Danforth ,43.684173877700000,-79.2993586723,VPDC,43.6874107934714,-79.30153526221210,Dance Studio
643,643,East End-Danforth ,43.684173877700000,-79.2993586723,Beaches Sports Centre,43.685122180888000,-79.29878515408630,Skating Rink
642,642,East End-Danforth ,43.684173877700000,-79.2993586723,Grillies,43.688549664513900,-79.30002466772110,Mexican Restaurant
641,641,East End-Danforth ,43.684173877700000,-79.2993586723,Subway,43.68851517038060,-79.30042379685730,Sandwich Place
640,640,East End-Danforth ,43.684173877700000,-79.2993586723,Sultan Shawarma & Falafel,43.68822334940600,-79.30170939352250,Middle Eastern Restaurant
637,637,East End-Danforth ,43.684173877700000,-79.2993586723,Grinder,43.68307273557910,-79.2998748093593,Coffee Shop
638,638,East End-Danforth ,43.684173877700000,-79.2993586723,Duckworth's Fish and Chips,43.68862851126610,-79.29995229254890,Fish & Chips Shop
636,636,East End-Danforth ,43.684173877700000,-79.2993586723,Cool Runnings,43.683496889971700,-79.30001696869620,Caribbean Restaurant
635,635,East End-Danforth ,43.684173877700000,-79.2993586723,Beach Hill Smokehouse,43.684105000000000,-79.30041,BBQ Joint
634,634,East End-Danforth ,43.684173877700000,-79.2993586723,Ted Reeve Arena,43.68452712511950,-79.29942632833530,Skating Rink
646,646,East End-Danforth ,43.684173877700000,-79.2993586723,Tim Hortons,43.688100384403800,-79.3003024067638,Coffee Shop
639,639,East End-Danforth ,43.684173877700000,-79.2993586723,Danforth GO Station,43.686458009778500,-79.30020416675750,Train Station
648,648,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,A Dog's Haven,43.672945960724900,-79.51792643640070,Dog Run
649,649,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,Edgehill House,43.670761782876200,-79.51687894119400,Park
647,647,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,McDonald's,43.671091716525300,-79.52665125587700,Fast Food Restaurant
650,650,Eglinton East ,43.7409222979,-79.245598036,Diamond Pizza,43.74369938486160,-79.24592163153020,Pizza Place
651,651,Eglinton East ,43.7409222979,-79.245598036,Stephen's No Frills,43.737627,-79.246737,Grocery Store
652,652,Eglinton East ,43.7409222979,-79.245598036,Nakamori Japanese Restaurant,43.737003,-79.24475,Japanese Restaurant
653,653,Eglinton East ,43.7409222979,-79.245598036,All Star Interactive,43.73692399726580,-79.24519001507050,Bowling Alley
654,654,Eglinton East ,43.7409222979,-79.245598036,The Rockpile Bar & Nightclub,43.736807362619100,-79.24589409933680,Rock Club
661,661,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,Al-Aruba Restaurant,43.725495,-79.551412,African Restaurant
660,660,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,Etob Restaurant,43.725495473121300,-79.55127503928970,African Restaurant
659,659,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,Umami,43.724873000000000,-79.55095,Hakka Restaurant
657,657,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,Golan Moulding Design,43.721153,-79.545384,Construction & Landscaping
656,656,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,seo it,43.722424279741600,-79.54596966505050,Business Service
655,655,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,Advance wireless,43.72117,-79.54715,Mobile Phone Shop
658,658,Elms-Old Rexdale,43.721518868400000,-79.54898271650000,The Elms Community Pool,43.722529797196400,-79.55310810860160,Pool
666,666,Englemount-Lawrence ,43.7203446653,-79.43740855,The Source,43.719999016945700,-79.43210151842940,Electronics Store
669,669,Englemount-Lawrence ,43.7203446653,-79.43740855,Camp Connection,43.72018591175330,-79.43177179165620,Department Store
668,668,Englemount-Lawrence ,43.7203446653,-79.43740855,The Shoe Company,43.71942661601830,-79.43210151833870,Shoe Store
667,667,Englemount-Lawrence ,43.7203446653,-79.43740855,Addition Elle,43.71986975354830,-79.43200260052140,Women's Store
665,665,Englemount-Lawrence ,43.7203446653,-79.43740855,OshKosh,43.72004848747480,-79.43222241795050,Kids Store
663,663,Englemount-Lawrence ,43.7203446653,-79.43740855,Prince Charles Park,43.72254699537990,-79.43514044460990,Park
